"","score","text","klasifikasi"
"840",4,"as more states begin to lift shelterinplace orders there a lot for organizations to consider before they reopen their doors learn how you can prepare here   coronavirus business openamerica covid employers openforbusiness coronavirususa","Positif"
"841",2,"kangaroo crew  click amp play     prek homeschool socialdistancing  health  kids mom dad homebound nj freeresources fun literacy games story  coronavirususa cnnsesamestreet masks alphabet","Positif"
"842",-3,"trumps comments on prescription drugs for the treatment of corona are very stupid and have no medical aspect at all coronavirus covid coronavirususa","Negatif"
"843",-1,"it may come to that if things don get better soon coronavirususa","Negatif"
"844",0,"wtf one this is grossly irresponsible two what a dick covidpandemic coronavirususa","Netral"
"845",2,"are you curious about covid statistics do you want to know whats going to happen over the ne few weeks find out in victoria pittores coronavirus recap  covid stayhome coronavirususa","Positif"
"846",0,"tomilahren compared social distancing measures to willful slavery","Netral"
"847",1,"alabama and ohio are latest to lift coronavirususa restrictions","Positif"
"848",-2,"deaths in one longterm care facility for veterans coronavirus covid coronavirususa coronavirusupdate coronaviruspandemic","Negatif"
"849",0,"following the outbreak of corona and the increase in domestic violence and the occurrence of violent behavior especially against women and children in the united states a special contact line has been set up for this purpose coronavirus coronavirususa covid","Netral"
"850",1,"firefauci  read this fauci has know this usa covid lockdownend qanons qanonarmy qanonuk coronavirususa","Positif"
"851",1," the  is stupid to realize the republicans are backing off trump amp so is fo gop memo to gop running reads  not defend trump blame china soon  will be winning all by himself w his maga followerssad","Positif"
"852",-2,"covid cases in usa e one million ppl not quite what  envisaged a couple of months ago  both he amp  were whispering sweet things to each other in t whitehouse instead of testing tstng tstng coronavirususa coronavirus","Negatif"
"853",-2,"new cases of coronavirus have ticked up again in las vegas after recently trending down   coronavirus coronavirususa lasvegas health","Negatif"
"854",-1,"so i eating butternut squash crackers for the st time only cracker left on the shelf and can decide if i should cram them or toss them the no  ingredient is bn squash i like bns butcoronavirususa","Negatif"
"855",0,"e disrespectful and setting a very poor e pence coronavirususa gop  gopbetrayedamerica","Netral"
"856",-2,"deaths  covid  vietnam war   these are indeed sad times soon a grim threshold will be  crossed which will show that youve got this so wrong   covid coronavirususa coronavirus","Negatif"
"857",1,"  the usa has now more than  million confirmed cases and over  confirmed deaths    coronaviruspandemic coronavirus  covidpandemic   covid  covidusa  coronavirususa","Positif"
"858",0,"usa  vp mike pence head of coronavirus task force violated mayo clinics policy and toured the facility without a mask  mayo requires all patients and visitors to wear mask or face covering since april  covid coronavirususa","Netral"
"859",0,"how many people has the governor talked to that have had family die alone due to cancer heart attacks car accidents etc because their family isn allowed in the hospital to be with them due to the coronavirususa that number is way greater than those who have died from it","Netral"
"860",2,"ive never read anything as funny in weeks  we all know what the bankss advice is give us all the money  federal reserve seeks banks advice as it gets into direct lending with coronavirus relief  covid coronavirus coronavirususa covid","Positif"
"861",0,"whats up with iowa  coronavirususa  ","Netral"
"862",1,"i guess those uv light baths amp lysol injections are really working for     coronavirususa covid mikepence trumpliespeopledie trumpisanidiot","Positif"
"863",-2,"i am very very nervous for many of our states loosening social distancing rules i hope it works out but i am not convinced bc the numbers say otherwise coronavirususa","Negatif"
"864",3,"what a dick move that was unless he was tested literally right before he walked into that building he had absolutely no idea if he was endangering anyone vpjerk coronavirususa","Positif"
"865",0,"ummmmmm bro your that someone  coronavirususa","Netral"
"866",0,"the first documentary movie on tracking down the origin of ccp viruscoronavirus  coronavirususa coronavirus coronahoax coronawillendsoon","Netral"
"867",0,"brownies and red wine are a legit dinner during quarantine right coronavirususa","Netral"
"868",2,"thank you coronavirus coronavirususa covid thankyou thankyouhealthcareworkers thankyouhealthworkers usa","Positif"
"869",-2,"promises promises everything is always promised in the near future by members of trumps administration  in many ways fauci is no different than birx theyre both afraid of pissing trump off and its very apparent  coronavirus trumpliesamericansdie coronavirususa","Negatif"
"870",2,"good weather always bring good mood  anyone agrees mood covid tuesdayvibes coronavirus workingfromhome tuesdaytip  coronavirususa community","Positif"
"871",-2,"holy crap  if they open up after seeing this and the results come in close to the predictions the governors should all be prosecuted covid coronavirus covid coronavirususa sarscov","Negatif"
"872",-1,"breaking  covid infections top  million cases worldwide  watch the complete video here    coronaupdate covid infections coronavirus covid lockdown covid covid coronavirususa usa spain india coronavirusindia tuesdaymorning","Negatif"
"873",3,"this is devastating to think some want us to open up to more by easing off social distancing how obtuse  coronavirususa","Positif"
"874",-5,"trump imitates josef stalin in putting the lives of so many of his own people at risk during peacetime trump will go down in infamy for this  trump to order meatprocessing plants to remain open   covid covid coronavirus coronavirususa covid","Negatif"
"875",-1,"just increased his chances x of coming down with covid by not wearing a mask if already asymptomatic he could be a spreader he probably already had the virus that is why he chose not wear a mask coronavirususa","Negatif"
"876",-1,"ama voices concerns to hhs about the performance of many currently available covid antibodytests  antibodytest serology coronavirustests covidusa covid covidtesting covidus coronavirustesting coronavirususa antibodytesting","Negatif"
"877",1,"keep your toys clean and sanitized very important especially with covid coronavirususa coronacrisis","Positif"
"878",3,"my thoughts and prayers are with those who have lost someone to coronavirus and those who are currently battling the disease i think somedays it is too easy to forget that these numbers are mothers fathers brothers sisters children and friends coronavirususa coronavirus","Positif"
"879",0,"k per hour and we are all still waiting to be tested   incompetentinchief  coronavirususa","Netral"
"880",-2,"us in crisis   over  million cases of coronavirus in us  food supply chain broken as foodplants close  us must enforce socialdistancing until vaccine is distributed  unemployed out of food stamps money  coronavirususa homeless foodbanks mayoclinic pence","Negatif"
"881",7,"do i really have to point out who is not wearing a mask you really cant make up this crap  you make it too easy mikey vp vppence  whitehouse fo oann seanhannity ingrahamangle coronavirususa  realdonaldtrump gop complicitcorruptgop gopchairwoman election","Positif"
"882",-1,"projections say  deaths in usa by august i think that number will be reached by midmay unfortunately coronavirususa covidusa  thanks to georgia te colorado tennessee opening too soon deathtoll coronavirusdailyupdate","Negatif"
"883",-2,"jobs created in china do not count coronavirususa trumpownseverydeath","Negatif"
"884",1,"today mood brought to you by covid preformed by sarahlancashire i did find some toilet paper though  coronavirus coronavirususa coronapocalypse  lockdown","Positif"
"885",0,"surprise us vice president  didnt wear a facemask while visiting  the hospital requires everyone to wear a mask but pence did not a tweet about this case is removed from the twitter account of  half an hour after it was posted coronavirususa","Netral"
"886",3,"nancy just ask the only question that should be asked these days what did the president know and when did he know it  coronavirususa","Positif"
"887",0,"endthelockdownnow openupamerica stop the coronavirus tyranny billofrights freedomofassembly coronavirususa","Netral"
"888",2,"no need for a vaccine or an effective treatment  im sure that with the e testing and contact tracing that the us is doing and will increasingly do everything will be just fine  coronaviruspandemic  covid covidpandemic coronavirus coronavirususa covidusa","Positif"
"889",1,"people ask for rentrelief and month ubi trump put his useless privileged daughter to give speeches n stuff coronavirus coronavirususa covid covid rentfreeze","Positif"
"890",-1,"popefrancis calls for  to state lockdowns  pedogatenews coronavirususa   via","Negatif"
"891",-1,"meanwhile in turkey  covid coronavirus coronavirususa covidpandemic","Negatif"
"892",4,"this society is so sick it hard to understand how it hasn died yet oh right it undead coronavirususa","Positif"
"893",2,"coronavirus usa italy covid coronaviruspandemic togetherathome covid  coronavirususa   love jesus stayhome newyorkers  trump covid corona spanien stayhomestaysafe coronaupdate   best stories","Positif"
"894",-1,"which broken test did the us inherit  the ones from the cdc in    or the imaginary broken tests from before the coronavirus pandemic   coronaviruspandemic  covid  covidpandemic coronavirus   coronavirususa covidusa","Negatif"
"895",-1,"us pug becomes first recorded dog to test positive for covid virus  coronaviruspandemic coronavirususa","Negatif"
"896",1,"here are the ct dept of public health covid stats for tuesday april    please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Positif"
"897",1,"trump covidnl covid coronavirus corona coronamaatregelen coronavirususa                  follow trumps advice and you will be safe against the corona virus","Positif"
"898",2,"covid update from usa   total cases  active cases death cases  recovered   more than  new cases and  deaths reported today godblessamerica indiastandswithusa  coronavirus covid covidus coronavirususa ajantanews","Positif"
"899",0," this is a ct image of a patient with pneumonia from an article on ecigarette pneumonia in the united states on september   which will be used to further confirm the origin of covid virus fortdetrick covid coronavirususa ","Netral"
"900",-1,"whoever believes in the son jesus christ has eternal life niv bible john a  coronavirusus coronavirususa covidus covidusa covidus covidusa","Negatif"
"901",1,"coronaviruspandemic coronavirususa coronavirusupdate quarantinelife lockdown  it been  days since quarantine lockdown started in america has a cure been found yet uv e isn gonna be good enough","Positif"
"902",1,"thread on illinois gov pritzkers stayathome order and the judges ruling which he says is still in effect  covid coronavirususa","Positif"
"903",0,"breaking were   unfortunately us passes  million covid cases   coronavirus stayhomesavelives  coronavirususa","Netral"
"904",0,"kansas  jump in poison control cleaning chemical cases since trump made his insane bleachspeech  ks secy of health amp enviro dr lee norman making all kinds of misdirecting e to cnn  athing but state the obvious amp tick off trumpgop   coronavirususa coverup","Netral"
"905",0,"president trump talks about paycheck protection program breakingnewsnow breakingnews breakingnews breakingnewz breakingnow breaking coronavirus covid coronavirusus covidus  coronavirususa covidusa  coronaviruspandemicus covidpandemic","Netral"
"906",0,"or is this pandemic actually so dangerous that essential workers should not be working but employers may have threatened wjob loss  the message congress appears to be sending is that the pandemic is very dangerous and lives could be lost covid coronavirususa","Netral"
"907",0,"in support of our healthcareheroes treating covid patients free group memberships entire course library  covid specific content form nursescovid covidfoam foamed medtwitter emergencymedicine firstresponders coronavirususa doctors nurses","Netral"
"908",-1,"trumps covid calendar countdown to catastrophe as deemed by many the presidents response to the coronavirus in his own words  brought to you by    covid coronavirususa coronaviruspandemic coronaoutbreak coronavirus","Negatif"
"909",-3,"fully e cases and deaths in these  red states te georgia and florida to e in coming days and weeks until they shut down again all  of these big red states have several densely populated cities that will become petrie dishes of mass infection coronavirususa","Negatif"
"910",0,"osha workmans comp  subject  enforcement guidance for respiratory protection and the n shortage due to the coronavirus disease  covid pandemic coronaviruspandemic  coronavirususa","Netral"
"911",-3,"researchers found deaths across america spiked as covid spread in march and april many of these deaths were not attributed to the disease raising concerns that actual covidrelated deaths have been underreported   john hopkins medical university  covid coronavirususa","Negatif"
"912",-1,"as danpatrick says  more important things than living the most trumpian thought i heard to date coronavirususa","Negatif"
"913",4,"there have been many questions about new unemployment compensation programs created by the feds this addresses the most common questions i hope it is helpful please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Positif"
"914",-1,"e standards to protect workers from the novel causes the respiratory disease known as covid coronavirususa","Negatif"
"915",0,"modernas coronavirus vaccine candidate advances to ne stage of testing phase ii covid mrna    coronavirusupdate coronavirususa","Netral"
"916",-1,"these guys are horrible at public health messaging if it were up to trump wed all be smoking  packs a day and would have cut the seatbelts out of our cars mayoclinic masks pence wedothingsdifferently coronavirususa covid covidiots maga","Negatif"
"917",1,"so what hes modeling e bad behavior he still could have picked up covid since his last test and here he is standing ne to a sick patient not even bothering to observe socialdistancing  what an depraved idiotic ass  coronavirususa","Positif"
"918",-4,"good afternoon on this tuesday  april   trending in the world  tuesday motivation thought vibe teamkentucky   money    real talk  nationalsuperheroday coronavirususa  up date  looking at iowa never closed down","Negatif"
"919",0,"info graphic on vaccineagenda vaccineswork coronaviruspandemic coronavirususa covid covid covidcanada","Netral"
"920",-3,"even if pence tested negative for covid at some time in the past he still could be a carrier now also e bad modeling behavior  true leaders lead by e  this is not a leader  coronavirususa","Negatif"
"921",0,"coronavirus us reaches onemillion confirmed cases  live updates  america  usa  coronavirususa","Netral"
"922",1,"will your college open this fall    covid covid coronavirususa college tuesdaymotivation tuesdaythoughts harvard brown workingfromhome health policy education edtech mba law medical purdue","Positif"
"923",-1,"pence  without a mask at mayoclinic cowering to his president coronavirususa covid","Negatif"
"924",-2,"stern warning for  big red states who just opened up cases and deaths are starting to skyrocket in just  day  te  georgia  florida   florida especially has seen its biggest single day rise in cases and deaths a week coronavirususa","Negatif"
"925",0,"mike pence doesn wear a mask while visiting the mayo clinic amp their coronavirususa patients is proof that spending that much time with  makes stupid just as contagious the virus","Netral"
"926",-1,"in order to protect ourselves from the coronavirus pandemic we should buy the right protection for ourselves get to know more about it at    coronavirus facemasks apparelnbags safety fightcorona ppe coronavirususa protection protection lockdown","Negatif"
"927",2,"the us is home to  of the world population it is also home to  of the covid cases of the world if that doesn demonstrate a failure by the  administration i don know what would coronavirususa covid","Positif"
"928",1,"good news walt ehmer ceo of  on  today discussing reopening the restaurants half capacity safe distant seating covid coronavirususa restaurantnews","Positif"
"929",-1,"that sounds like sound advice  coronavirususa","Negatif"
"930",0,"money makes the coochy go yeha covid coronavirususa","Netral"
"931",-1,"opening with strict meaning tickets for not following the rules safety guidelines at first is probably the best    option for the entire political spectrum coronavirususa","Negatif"
"932",2,"by chance are you selling or have someone who can make a facecovering that looks like your facepainted jaw i would definitely buy one   coronaviruspandemic coronavirususa","Positif"
"933",5,"trumppandemic  one million are now infected with coronavirus didn you say it would be gone by spring and now you letting states open businesses to get more people infected you a narcissist covid coronavirususa","Positif"
"934",-1,"one way or another  and  are role models coronavirususa","Negatif"
"935",-1,"leader of north carolina protest group reportedly tests positive for cov  these are some fools maga maganc magats fo donaldtrump realdonaldtrump globalpandemic corona coronavirus coronavirususa protest protests","Negatif"
"936",-1,"managing the usacovid in the usa coronavirususa  casesdeaths ","Negatif"
"937",-1,"trumpkoolaid trumpbase myhair i can believe this government consistently chooses not to follow the rules or law and why did the mayo let him in if he wouldn wear a mask  coronavirususa","Negatif"
"938",1,"on dear  million coronavirususa","Positif"
"939",-2,"event two zero one  order out of chaos afghanistan immigrants  masonic   the synagogue of satan   gematria covid lockdown opencalifornia coronavirususa","Negatif"
"940",-1,"pastor rocky issues a statement regarding the reopening of our church this sunday    coronavirususa covid","Negatif"
"941",-4,"the united states has to test like no other nation because trump screwed up like no other leader   coronavirususa trumpocalypse","Negatif"
"942",0,"why doesn the us do this coronavirususa noreliefforta","Netral"
"943",0,"hilarious  aliensarereal superheroday covid coronavirususa coronavirus quarantine quarantinelife","Netral"
"944",1,"but we should open everything back up by may th   sounds like a great  socialdistancing coronavirususa toosoon covid","Positif"
"945",4,"mr   this is mustardthank you for spraying disinfectant over us with the blue angles and thunder birds that could kill coronavirususa  a good idea thank you","Positif"
"946",1,"the subtle art of taking advantage of a crisis  via    chinaliedpeopledie chinamustpay coronavirususa coronavirus","Positif"
"947",-3,"more than  million known cases of covid have been diagnosed in the us marking a grim milestone in the country with the most reported coronavirus infections in the world according to data compiled by hopkins university  coronavirususa  covid","Negatif"
"948",0,"i just hit on a  yr old woman friggin masks coronaviruspandemic coronavirususa coronavirus coronavirusfacts pandemic donaldtrump","Netral"
"949",3,"covid coronavirus coronavirususa coronaviruspandemic i just want to remind every jesus follower that god is still in control always has been and always will be in control he is still on the throne go talk to him he wants to hear from his children ","Positif"
"950",-1,"us passes  million known cases  coronavirususa","Negatif"
"951",-1,"republicans in the us with their own elections to worry about just six months away are wondering if they can slowly back away from trump and his stench of failure  covid election coronaviruspandemic coronavirususa","Negatif"
"952",0,"update coronavirususa  coronavirus cases  deaths globally  cases  deaths per john hopkins university","Netral"
"953",-1,"world record in pushups   musclefitness musclelove fitnessmotivation stayhomesavelives stayathomechallenge stayhome stayhome coronavirus quarantinelife lifestyle likethatchallenge covid staysafe corona coronavirususa","Negatif"
"954",1,"feb   coronavirus is very well under control in our country  donald trump   apr   the us has reached the milestone of one million confirmed coronavirus cases  the us death toll now stands at over   coronavirususa  trumpgenocide ","Positif"
"955",-1,"just in the us has now topped  million confirmed cases of  covid new york still has the highest case count in the country more than  million have been diagnosed worldwide coronavirususa pandemic","Negatif"
"956",0,"coronavirususa updates united states reaches  million confirmed cases","Netral"
"957",1,"us surpasses  million coronavirus  covid cases death toll climbs to breakingnewsnow breakingnews breakingnews breakingnewz breakingnow breaking coronavirus covid coronavirusus covidus coronavirususa covidusa coronaviruspandemic covidpandemic","Positif"
"958",1,"the us has now reached more than  milion covid positive cases a grim milestone srcenpr meanwhile republicans are glad to reopen instead of providing people with a mere ubi coronavirus coronavirususa covid","Positif"
"959",-2,"presidenttrump sir interim postmortem covid plandemic if medicalhealthcare industry had resisted firefauci publichealth  stopping all but coronavirususa procedures then only hospital chloroquinegate","Negatif"
"960",0,"breaking president clustertrump or president pinesol your choice will order meat processing plants to stay open coronavirus coronavirususa","Netral"
"961",1,"uso has surpassed  million coronavirus cases the count represents nearly onethird of the world reported covid cases and includes more than  deaths since february though e call those numbers an underestimation coronavirususa corona","Positif"
"962",-1,"inomrna  vaccines currently in the mix   coronavirus coronaviruspandemic coronavirusupdate coronavirususa covid covid interesting news new investing vaccines opportunity strong update stockstowatch stockmarket stocks tuesday","Negatif"
"963",0,"covid coronaviruspandemic coronavirususa essentialworkers  diary of a breadman","Netral"
"964",-2,"presidenttrump sir interim postmortem covid plandemic if medicalhealthcare industry had resisted firefauci publichealth  stopping all but coronavirususa procedures then only hospital chloroquinegate","Negatif"
"965",3,"convalescent plasma therapy was used more than a century ago against diphtheria and tetanus today it may save lives amid the coronavirus pandemic thanks to drs   on this story  bloodplasma covid coronavirususa pandemic","Positif"
"966",0,"i should be leaving on a flight within the ne hour for  everything happens for a reason so i keeping my head up today amp  looking forward to visiting them e one year from now  bright spot is sheep ranch is now on the itinerary covid coronavirususa","Netral"
"967",1,"ino inovio announces full enrollment for their phase  covid volunteers have received their first dose   coronavirus covid covidusa coronaviruspandemic stocks stockmarket coronavirususa breaking breakingnews tuesdayvibes investing new","Positif"
"968",-1,"if the city new york had gone into lockdown  days earlier a former cdc director told the new yorker it could have reduced deaths due to covid by  to  percent  wow wow  coronaviruspandemic coronavirususa newyork","Negatif"
"969",1,"the man who is supposedly in charge of a pandemic response from a deadly pathogen cannot even conform to medical guidance even when in a medical institution  this entire administration is a joke and theyre in charge of americans public safety covid coronavirususa","Positif"
"970",0,"us coronavirus cases top  million from   coronavirususa coronavirus","Netral"
"971",3,"if they want to protest let them protest and suffer the consequences just stay at home if you dont want to get infected let naturalselection  take its course delete them from ur friendfamilies dont contact them stay away   coronavirususa coronaviruspandemic trump","Positif"
"972",-1,"coronavirususa over a million cases in the us","Negatif"
"973",-2,"covidupdate hjhu gerade leichte entspannung grandpasfuture coronavirus coronadeutschland coronavirususa    regierung spain going down again sweden const franceswissitalygbr slow down austriabrd const usahigh","Negatif"
"974",0,"us coronavirususa cases top  million as some states mull reopening nonessential businesses","Netral"
"975",0,"us food supply chain is not very resilient endcapitalism coronavirususa","Netral"
"976",0,"time to revive this fashion trend socialdistancing coronavirususa dontgetsoclosetome","Netral"
"977",-1,"i would rather see military trucks delivering food to unemployed and out of school families i mean even marie antoinette gave people cake coronavirususa","Negatif"
"978",-1,"how is that drain the swamp plan working out for maga and kag folks  alabama florida southcarolina kentucky wisconsin pennsylvania arizona  ohio  coronavirususa bailoutpeoplenotcorporations    frauds","Negatif"
"979",0,"salon american vandal trump reveals our staggering incompetence before the whole world  coronavirususa trumpliesamericansdie trumpincompetence trumpistheworstpresidentever trumpfailedamerica medicalsupplies governors votebluetosaveamerica","Netral"
"980",0,"absolute and total failure of trump administration   coronavirususa","Netral"
"981",-1,"sonofbaldwin fb page for the comments hasidic jewish newyork coronaviruspandemic  covid coronavirususa","Negatif"
"982",4,"i seriously considering ordering a quarantine chicken on amazon i love eggs so much and would be kind to my chicken so kind it would happily lay a dozen eggs a day for me tuesdayvibes aliensarereal workingfromhome coronavirus coronavirususa covid chicken eggs","Positif"
"983",0,"hiii  can anyone tell me if were okay to shower or bath yet pls   coronavirususa coronavirus","Netral"
"984",2,"plandemic plandemic  coronaviruspandemic  coronavirususa  mask do more harm than good nothing wrong with air","Positif"
"985",0,"virtual town hall tonight on why university system of georgia refuses to consider optin passfail  coronavirususa passfail gacolleges voicesofreason uga gatech highered edchat schoolnewsga usgstudentsreform","Netral"
"986",2,"my guess is over the ne two years  million us lives will be lost to covid amp the us has the trump administration to thank for it  s supporters will say good job done not matter what life is dirt cheap here trumpsliestakelives coronavirususa","Positif"
"987",-1,"coronavirususa coronaviruspandemic very worrisome news","Negatif"
"988",1,"the world after covid  kishore mahbubani on the dawn of the asian century covid coronaviruspandemic coronavirusuk coronavirususa","Positif"
"989",-4,"how many people have to die for a city or state to be considered successful in slowing the curve looking for stats on this  what is the magic number coronavirususa","Negatif"
"990",0,"trump to order us meat plants to stay open  zoonotic coronavirususa","Netral"
"991",0,"a must read from a front line physician in the bronx   coronavirususa coronavirus covid endthelockdown coronavirustruth","Netral"
"992",-3,"i dropped my future daughterinlaw off at the airport today she heading to nj to join my son he temporarily working at rwj univ hospital amp she will be working at princeton u hospital covid volunteers coronavirususa heroesinthehotzone","Negatif"
"993",0,"the us has surpassed  mill coronavirus cases   coronavirusupdates  coronavirususa","Netral"
"994",-1,"to echo so many  friends from abroad what has happened to america the answer   his enablers  the republican party  especially moscowmitch  so many unnecessary tragedies trump u get credit    plus deaths coronavirususa","Negatif"
"995",2,"i can supply you  quarantineandchill quarantinememes quaratinelife coronavirususa covid","Positif"
"996",6,"my new youtube video is up im truly hoping you guys find it helpful thank you for watching video videoediting videoeditor videooftheday coronaviruspandemic corona coronavirususa covid mentalhealth mentalhealthmatters mentalhealthawarenes","Positif"
"997",1,"us intelligence agencies issued  intel warnings to the idiot trump at the start of the year about coronavirususa    too much information  keep it simple   trump we are all going to fuckin die","Positif"
"998",1,"remember  sent supplies to china in february to help them with covid before america outbreak he doesn care about the american lives and now he wants to blame china for everything coronaviruspandemic coronavirususa donaldtrump votehimout","Positif"
"999",-2,"please please  no pandemic coronavirususa shootings not what we need now","Negatif"
