"","score","text","klasifikasi"
"189",0,"xexxa sniveling sycophantxexxconservative columnist disgusted by mike pencexexxs lack of character  pence penceisanidiot penceunmasked pencemayoclinic penceisanass trumpgenocide trumppressconference trump coronavirus coronavirususa virus maga mikepence","Netral"
"190",4,"is there nothing that  can do that both the gop nor dems can officially hold him accountable for crimesagainsthumanity  i mean what will it take people have literally sold their souls for that man amp his administration   bloodonyourhands   coronavirususa","Positif"
"191",-1,"david frum xexxctrump is xexxcconsciously choosing to risk higher virus casualties in the second quarter of  in hope of jolting the economy into revival in q to save his reelection in novemberxexxd coronavirususa","Negatif"
"192",-1,"outrageous willful lack of understanding of science  or compassion for those at risk coronavirususa woefully lacks leadership and equipment to get us out of this mess without a great deal of harm","Negatif"
"193",0,"the numbers indicate otherwise canxexxt spin the facts try as they might shame on   covid coronavirususa coronavirus","Netral"
"194",0,"days to flatten the curve   days to stop the spread  just two more weeks  we need to wait to test everyone   we need to wait for a vaccine  we need to wait until its eradicated  we need to prevent a nd curve you are here  covid coronavirus coronavirususa","Netral"
"195",0,"nothing to see here  its all goodlalalalaxexxacoronavirususa","Netral"
"196",-1,"only a fool rushes to judgment on the basis of prejudice amp stereotyping  amp likely racism  this country trusts china to make many of our drugs for us  ill wait now while you empty your medicine chest  remdesivir covid  coronavirus coronavirususa","Negatif"
"197",2,"ask   and ex nyc mayor  to keep building manhattan skyscrapers  always smells good and comes before public policy  enrichment of friends and donors  coronavirususa  nycoronavirus","Positif"
"198",0,"the scariest thing is not only the virus its about our countrygovernment not knowing what to do or how to handle it though they act like they have it under control through science bs people are dying daily while theyre just guessing unreal coronavirususa california","Netral"
"199",0,"weve now surpassed  confirmed covid cases in the united states  the death toll climbs to   only  tests completed coronavirususa trumpbodycount trumpownseverydeath","Netral"
"200",1,"labcorp pulls  guidance as testing demand plunges due to covid  antibodytest serology coronavirustests covidusa covid covidtesting covidus coronavirustesting coronavirususa antibodytesting antibodytests covidxexxbc covid","Positif"
"201",-1,"uneffingbelievable  just uneffingbelievable  but no its trump times  arizona azgop coronavirusaz coronavirususa covid","Negatif"
"202",-2,"donaldtrump congratulations to donald trump for bringing  cases of coronavirususa down to one million","Negatif"
"203",0,"complete and utter failure of presidential preparedness and leadership coronavirususa  trumpownseverydeath  coronavirus covid trumppressconference","Netral"
"204",-2,"has coronavirus changed the xexxmedicare for allxexx debate  quick facts breakdown and leftright opinions on the days top stories presented by   medicareforall coronavirususa","Negatif"
"205",-3,"can we call for an open investigation led by  for americans early cases  look at comments of this tweet and so many americans have their doubts now  covid  covid  coronavirus  coronavirususa  usa","Negatif"
"206",-1,"gilead sciences reports positive drug results for remdesivir as coronavirus treatment    via   coronavirususa coronavirusoutbreak","Negatif"
"207",0,"usa fatality timeline  st death recorded on  feb   deaths   april after  days   deaths   april   days   deaths   april   days   deaths   april   days   deaths   april   days   deaths   april   days  coronavirususa","Netral"
"208",-4,"oy vey its another shoah its kristallnacht all over again notice how everyones up in arms about jews not being able to pray meanwhile all christian churches are shut down andor ratted on jews christians nyc nycoronavirus coronavirususa","Negatif"
"209",1,"dr andrew kaufman is an american natural healing consultant inventor expert witness and forensic psychiatrist who has been powerfully outspoken throughout the pandemic   covid coronavirus coronavirususa londonreal  vaccines","Positif"
"210",0,"great news  remdesevir gilead covid covid coronavirus coronavirususa polqc coronaviruscanada covidqc covidcanada covidusa","Netral"
"211",-3,"i hate to toot my own horn again but toot  i called this back in march when the bs numbers came out  coronavirususa coronavirusflorida covid","Negatif"
"212",-2,"anyone comparing quarantinelife and socialdistancing to   prison  slavery  house arrest  communism   are all the people that havenxexxt been through real shit in life these are the people that need a manager for every fuckn little thing coronavirususa","Negatif"
"213",1,"tucker big tech censors dissent over coronavirus lockdowns  via  coronavirususa plandemic censorship constitutionalcrisis","Positif"
"214",-2,"most of the theater chains in usa plan to reopen for dir christophernolan s tenet for july th weekend   mulan is releasing next weekend of july th   coronavirususa","Negatif"
"215",-1,"cardio in the culdesac its an aerobic workout with stayhome socialdistancing   via  coronavirus coronavirususa","Negatif"
"216",0,"if there is anything ive learned more during this time its what colors of people come out during times of uncertainity  coronavirus coronavirususa  colorado","Netral"
"217",0,"wed  georgia pm report    cumulative cases   deaths  hosp   raw cfr   deathsmil  data from   coronavirus coronavirususa sarscov covid","Netral"
"218",-2,"just saw a uhaul in front of my neighbors home made me wonder how many people are packing up today because they dont have rent protection trumpsucks coronavirususa","Negatif"
"219",6,"coronavirususa i think what happens is its going to go away this is going to go away trump said   so then why are we spending money and time making a vaccine if its just going to go away id love to ask him that question","Positif"
"220",1,"coronavirususa   almost   deaths   and some experts are saying it is an underestimate xfxfxx  coronaviruspandemic","Positif"
"221",1,"youxexxre doing no better than most other countries you are not special donald covid coronavirususa","Positif"
"222",-2,"isolationbaking sprinkle left over fries with chili powder before reheating in ovenxfxfxxaxexxdxfxfxdxb coronavirususa msnbc","Negatif"
"223",-1,"thanks  for stepping up and taking care of business with the ppp loan when  wouldnt even get my application started wellsfargofail ppploan ppp coronavirususa quarantinelife covid","Negatif"
"224",-2,"most of the theater chains in usa plan to reopen for dir christophernolan s tenet for july th weekend   mulan is releasing next weekend of july th   coronavirususa","Negatif"
"225",0,"bye  go to the moon dont come back  america will open when it safe for all its people not just those with xfxfxxb extendthelockdown coronavirususa","Netral"
"226",1,"going on an inhome date this weekend xfxfxx coronavirususa","Positif"
"227",-2,"most of the theater chains in usa plan to reopen for dir christophernolan s tenet for july th weekend   mulan is releasing next weekend of july th   coronavirususa","Negatif"
"228",0,"we need  rent cancelled   student debt cancelled  medicareforall   more tests and ppe for frontline staff  ubi  not tomorrow not next week but now congress needs to go back to work immediately  covid coronavirususa","Netral"
"229",0,"xexxaxexxa xexxaxexxa stop your partisanship americans are suffering and dying xexxaxexxa is right to call you out iloveny coronavirususa","Netral"
"230",-1,"brady open for business extendthelockdown coronaviruslockdown coronavirusnewyork coronavirususa","Negatif"
"231",0,"rosedrandrew kaufman interview pm april  i will be watching xfxfxx stopthecensorship  covid  covidnl  coronavirus  coronadeutschland  coronavirusnl  stayhome  coronavirustruth stopdelockdown stopthelockdown  coviduk  coronavirususa","Netral"
"232",-2,"us  people die from coronavirus in a single day   coronaviruspandemic usa coronavirususa","Negatif"
"233",-1,"asks   xexxcwhoxexxs bailing out whoxexxd coronaviruspandemic coronavirususa nytough nystrong florida voteblue","Negatif"
"234",0,"ten a cases before the us supreme court this friday  via  a constitutionalcrisis coronavirususa ussc covid","Netral"
"235",0,"great move by  costco to require all shoppers to wear face masks  coronavirus coronavirususa","Netral"
"236",-1,"one yearold woman shares that she still has a lot to live for just because shes older doesnt mean shes ready to die  covid covidus covidusa coronavirus coronavirususa coronavirusus stayhome togetherapart flattenthecurve","Negatif"
"237",1,"as millennials helping others and caring about the world around us is ingrained in who we are now we just have to do it from a distance  coronavirususa","Positif"
"238",0,"omg the best of america cares about everyone we are all americans we cannot fight covid divided if america hasnt seen andrew cuomo speak daily about coronavirus speaking now on cspan and again daily on cnn they should tune in to see real leadership  covid coronavirususa","Netral"
